gesture_name,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Thumbs Up,0.0,0.0,0.0,0.15579264333528745,-0.2946775390121558,-0.076913567396075,0.11797817218986867,-0.5170556345367585,-0.06316208317372499,0.14643398794953666,-0.7255362933671472,-0.10637141323967031,0.17242994609564993,-0.9781985343878247,-0.11573910752620721,0.17451702199382244,-0.4137722999022058,-0.09180004795361464,0.10767043480823268,-0.26321206579411777,-0.08960921600868917,0.09680007706477882,-0.2567829951302737,-0.11260225877122933,0.018171615464768507,-0.3147158635659444,-0.10048608168893278,0.06115034540540376,-0.3592772019331565,-0.0239474209893244,0.05863259246304455,-0.2758650448835581,-0.039446189386448054,-0.012924586496270736,-0.2965104679483749,-0.12533517174431086,-0.030391707036152647,-0.29689771878662435,-0.12897272557791686,-0.04386954538653275,-0.40228012438471833,-0.02591250540132285,-0.09877886115689441,-0.29766391303272693,-0.12428544215896532,-0.02607051810731094,-0.31062101360787725,-0.0950920617502183,-0.012279555367629834,-0.28646451006169155,-0.10696750075476807,-0.1473047175182749,-0.32308626835150245,-0.03273945224431065,-0.11290738191703066,-0.2500971065786541,-0.0953615834991317,-0.08896797836207018,-0.2593115559684532,-0.09635810544382296,-0.015487573343276146,-0.30797080843099117,-0.0999851990713846
Thumbs Up,0.0,0.0,0.0,0.18247945082210473,-0.2396351700726437,-0.08008385094870002,0.16097817688224828,-0.5022529203144454,-0.1335775095286055,0.21194538580429628,-0.7637191079261871,-0.09983992994285708,0.13874657190172793,-0.980383020613014,-0.1399947201833745,0.1287640587832202,-0.3690706198468953,-0.03149214831948634,0.10379537243360037,-0.28133741167600934,-0.13677988580304384,0.12462835530918566,-0.26345836369775316,-0.1314308939004541,0.12295964295214108,-0.2939759648872197,-0.14313233697645722,0.057654256397492006,-0.39462225441840026,-0.05928832224725444,0.030790855087530402,-0.2614254224397908,-0.06223558186518959,0.003835947389913603,-0.31154156070275096,-0.10096501718982155,-0.07856796823192663,-0.2521885642459402,-0.150517982527902,-0.08805000085374547,-0.34627793159881,-0.03615070694503712,-0.021502332019503762,-0.2188429651015914,-0.0716544394835658,-0.003553736299127545,-0.22275144132933136,-0.05107419553295663,-0.03882188021664689,-0.35030901454079044,-0.07443045675930145,-0.2180260339083961,-0.3277503357599877,-0.04243957276140661,-0.08295005828871985,-0.20837238096717847,-0.07677496252057844,-0.11039503572509597,-0.22937809762304937,-0.07124953361676474,-0.09935581489144138,-0.2722816875799105,-0.13138799783637967
Thumbs Up,0.0,0.0,0.0,0.1941058985034459,-0.31171147854430065,-0.06655097194816398,0.24548816606191193,-0.5682407362511532,-0.11081987922022749,0.10810340014422566,-0.7717854756370388,-0.11274232912385096,0.1610679344151929,-0.9788511170912172,-0.12612537838396878,0.14691747672360606,-0.4883912060887226,-0.028875590731291735,0.15091223609377238,-0.36218335397860685,-0.09523758891818467,0.07512399553856254,-0.3405271652519671,-0.10393072980257978,0.10778561363686008,-0.3924225612624797,-0.14141520988282955,0.10466294817602563,-0.46435310129849466,-0.09832886612414987,0.07491148010846482,-0.3818772840929466,-0.12244360465061029,-0.0291126046621261,-0.36070348289350274,-0.16420275569835738,0.037610320312491945,-0.3740227379263656,-0.17700296261076984,-0.06836033601591976,-0.3985303414491494,-0.08407791513212144,-0.048738406198990315,-0.3535723003630507,-0.13766046589024544,-0.027561493107000068,-0.3228195566674266,-0.1445019264411141,0.05193806604184101,-0.34997460064381347,-0.14911557850967322,-0.12595578870142432,-0.3964797463651787,-0.0693621134656371,-0.0734228905270473,-0.3073046235462587,-0.1555635846742148,-0.05119666239982673,-0.31882224431550815,-0.12352571755070768,-0.06269228451606486,-0.32278445515116094,-0.1218308150953698
Thumbs Up,0.0,0.0,0.0,0.1716025164222995,-0.2822412600387404,-0.024536951382567267,0.22587245457030625,-0.5132371554444397,-0.04468656247447326,0.20436539964421307,-0.777198487944297,-0.12508061128331013,0.22831655097636527,-0.9592473346797766,-0.16648154089868744,0.22674870613640155,-0.38843603845590785,-0.04794329916242706,0.15771220927215568,-0.27162571453213935,-0.1073289045095006,0.14138928689693514,-0.3095684688637965,-0.11007338061092466,0.16200969874641827,-0.3316984676799686,-0.13207831524197886,0.07971184400842045,-0.39538255257840166,-0.10241821177628857,0.04524327366214258,-0.31537358501255625,-0.07963799481256727,0.010437441511657857,-0.2933592143993385,-0.07734436114814174,0.03544964883126339,-0.34187899588960435,-0.11732633176249851,0.03232331905343061,-0.38979839987594467,-0.01691509632151203,-0.0068479942300465856,-0.2978304683350735,-0.09983484188391137,0.05089685892347465,-0.3069465260133158,-0.11465947234105611,0.0035810707048699124,-0.3429705955243282,-0.12365714833304944,-0.07534658908060274,-0.3767792789005713,-0.01729598431793148,-0.03446881718076965,-0.2579095689945907,-0.0657776539380906,-0.0327399571358781,-0.2556062018557472,-0.11811523965817504,-0.04925876112015307,-0.3160270727094298,-0.12459815291980735
Thumbs Up,0.0,0.0,0.0,0.13674940794176185,-0.29577913007549783,0.02449041570517711,0.1778847412872219,-0.5339115151212169,0.013783540154286372,0.16236689559977618,-0.7880261662977491,-0.04271314332568982,0.1518716209296304,-0.9882063787767091,-0.019574567715015465,0.21192769065022324,-0.4327605811636421,-0.04530539684697224,0.15675387247676356,-0.29427647684505087,0.005703205412737319,0.12075561132252009,-0.28499462363300104,-0.013570318606963522,0.10832875271499595,-0.29756249119246847,-0.09994197972610476,0.10266060672501853,-0.38675920020252713,-0.008967479471706896,0.018136916376909368,-0.37842587579533193,-0.03465738887145938,0.00042979633868709197,-0.3014444128764314,0.022793036497996865,-0.033820705211757236,-0.35283447013834063,-0.055790596190351,-0.09320320049315689,-0.36572972692278405,0.011036331814201997,-0.015547682303814014,-0.3133919646024893,0.03141609167116893,-0.04421136986229859,-0.33422975848734393,-0.0637379807370729,-0.01026024236551399,-0.3694485246214946,-0.12567546260981594,-0.14861138572228585,-0.35296930106020985,0.024865798702740013,-0.1807523367631034,-0.23281149521614145,-0.033135627559173646,-0.13695447692265317,-0.27992175801674885,-0.03967072803690218,-0.0762703309608774,-0.3076911573693301,-0.003705471672101565
Thumbs Up,0.0,0.0,0.0,0.1316538720741816,-0.24736908073976316,-0.09876739481733146,0.16048405746253275,-0.49697889498173614,-0.023357174430872724,0.1378477411140721,-0.7833693438088815,-0.16099064762733994,0.12830128250225104,-0.9866522392491007,-0.10028030560889335,0.11302387392935834,-0.3740391519077436,-0.029547249556617035,0.14224181753723983,-0.3111842915751208,-0.0652396863269992,0.07862551517154902,-0.2464230819487103,-0.11180672859611328,0.02301490597356854,-0.3313888194900678,-0.14884287224944956,0.018009924426234055,-0.43368822167213206,-0.07103150448709052,-0.030179240700475975,-0.25042629615134415,-0.10035478528105206,-0.04012953137598337,-0.2778764111171655,-0.14210995739036816,-0.021221605479409933,-0.2880711058239644,-0.09268385318782965,-0.10786309711427071,-0.4453504816833324,-0.002633733871662707,-0.09780875354247022,-0.2988225662079657,-0.13162256457155705,-0.0886425409354964,-0.3105980265324913,-0.07374518018708154,-0.051326422682506825,-0.3341202024418703,-0.11923825840380795,-0.23780003490280902,-0.41264247687365835,-0.056581914793559875,-0.12257160719950523,-0.30544015667535546,-0.11949044098778862,-0.1430903683914045,-0.26741268059361706,-0.09816435204855925,-0.07122088962555279,-0.31983225277094285,-0.14986146377686999
Thumbs Up,0.0,0.0,0.0,0.18921068635751276,-0.28414552395354153,-0.01878897305023019,0.14109356799088235,-0.5866755985031702,-0.08282968565593464,0.21553305227743275,-0.7656783821252984,-0.11444805837844127,0.13513131221882424,-0.9846747959363836,-0.11025005535445288,0.18404246888700798,-0.4287977484661159,-0.028903401369693573,0.16963546835808688,-0.31102525748924054,-0.12198685111937747,0.11402398460715557,-0.2807962912967131,-0.07670552931003112,0.07566154901770748,-0.3711141936744956,-0.0817668751390879,0.019197515396172146,-0.4705482258943816,-0.030684677714918562,0.054264301854481535,-0.33604177603067803,-0.08751447087954883,0.017404260174585125,-0.30181482590850606,-0.08895429689405299,-0.053480394536444736,-0.286444038562156,-0.07166080580596004,-0.13281241106633118,-0.43565946615741086,-0.025738711125530823,-0.11291079519407599,-0.3293289693658104,-0.07221996002734732,-0.051530675132079644,-0.32508938881032384,-0.05639190433243901,-0.08948450431013495,-0.3282932588057819,-0.08950391989058999,-0.1749635582330173,-0.37518829505997514,-0.012871797828634207,-0.11791593698095358,-0.32080165959302653,-0.09605254753234965,-0.1285065260658114,-0.3087882293932415,-0.042282320524134914,-0.05155457079774375,-0.2239344707906201,-0.147014953519592
Thumbs Up,0.0,0.0,0.0,0.16198755974157814,-0.29258209637131405,-0.005855274428344591,0.22197174064435526,-0.5877930330639474,-0.03741555387803504,0.17930120344536518,-0.8512807619012079,-0.002652261472382221,0.21815972034725994,-0.9709659842748138,-0.09813966476021546,0.21711713047347614,-0.46330454824717526,0.05363031077552138,0.14805051780265568,-0.3594915828327724,0.0006085930282898637,0.19325509416877099,-0.38763108496765014,-0.04382193140433175,0.1646344071163295,-0.40707804653804935,-0.011996253790819781,0.06543136849625678,-0.43087742426148073,0.05983108233117866,0.04205405523074488,-0.3631601974628875,-0.02422471409238088,0.060651980674705314,-0.32720880484058584,-0.025494536481191262,-0.046493115601230664,-0.41870902909655244,-0.061810637743820604,-0.0235592730273085,-0.4654971022377882,0.03660198696203362,-0.004928347747655625,-0.3295415128255571,-0.007852953566564496,0.01950070807468836,-0.30742748960265975,-0.049931575940775005,0.013824021396225017,-0.3465850879168541,-0.03533065508693959,-0.19910441087947853,-0.45295234733406875,0.07237985436456841,-0.07203092794343617,-0.3395647381048669,-0.01006251598046597,-0.07520567116674023,-0.3420765825747973,-0.0035841339617022376,0.03778419222108355,-0.390480801299208,-0.03466845477050062
Thumbs Up,0.0,0.0,0.0,0.07138509221579259,-0.3049925976595771,-0.12084686707902949,0.17773767230104978,-0.5533503881198015,-0.08897965338836042,0.15945357209903846,-0.7998157068990162,-0.11515862382917737,0.1477230722869992,-0.9855012433852547,-0.0834577330162219,0.14874498625701818,-0.39865384417297406,-0.05477767546552538,0.087034962545831,-0.3460786755307284,-0.0863515312781072,0.0595200434741889,-0.3023242709102858,-0.045361187952352604,0.044327166346222996,-0.3575357029423213,-0.15222566466464207,0.023672472441266017,-0.45703489892944016,-0.05516658192460923,-0.001678723361042469,-0.3634299924732148,-0.07861267788446995,-0.007842244910084046,-0.30103741402550305,-0.13947233654812136,-0.04364698271147844,-0.33830184799611845,-0.11737532893007298,-0.13633324246682962,-0.41301840499858267,-0.07564319219684504,-0.043604319816474536,-0.30863466551306457,-0.13123853559232324,-0.023358667066698643,-0.29627991624956734,-0.18183486617425468,-0.016111559581416992,-0.3595535279330405,-0.10637930175122486,-0.16572600194629264,-0.38164385946241974,-0.07688392708518696,-0.12462100677883159,-0.2724330983190835,-0.12373674753993272,-0.12281553653450913,-0.23876320916739233,-0.10303932664901706,0.005862476132433499,-0.33151592484734393,-0.1100281033050822
Thumbs Up,0.0,0.0,0.0,0.14335371390933208,-0.2684027109091504,-0.031981961429615194,0.1694921389169067,-0.5458126016266769,-0.14428128389476558,0.10484059544652491,-0.7466805388795558,-0.11235836888238185,0.13947909806787523,-0.9776623755714366,-0.15723186888855428,0.11700358711462153,-0.4211337769739093,-0.026015142512829322,0.15424820032326994,-0.337340983590918,-0.13185665722237444,0.08731275313328078,-0.28328848530009504,-0.16284403328619748,0.06781871039220659,-0.4114186086312767,-0.17259513784919422,0.038008853246913964,-0.41781505944135156,-0.07190564079829058,0.029076108705767607,-0.40768718530032255,-0.08684160066521442,-0.008562026907763982,-0.32754196741035635,-0.13698270991771755,-0.03841127246574411,-0.3002681157624626,-0.17100541948253883,-0.13152226298337724,-0.42316912506577214,-0.1342193240141953,-0.03901797682182585,-0.2949003444376697,-0.10271845343609853,-0.027170734729244615,-0.35620331971191094,-0.11037171428559717,-0.03005565266910631,-0.32975167630329055,-0.14774507111329163,-0.20240171656991443,-0.3930063210405477,-0.09339200276748215,-0.11389455209926279,-0.30402050575227896,-0.1332980560533025,-0.1065865279965207,-0.2844578543371589,-0.18148306392240776,-0.1044464124098311,-0.3601711852248641,-0.12730332131149297
